koi_disposition,koi_period,koi_depth,koi_duration,koi_ror,koi_model_snr
FALSE POSITIVE,0.612888148,43.1,2.822,0.006237,15.9
FALSE POSITIVE,15.541358818,10308.0,2.44433,0.385945,773.4
FALSE POSITIVE,12.8177012,75.6,3.465,0.00801,8.0
FALSE POSITIVE,2.274628199,103970.0,4.52648,0.490353,2047.9
FALSE POSITIVE,85.338393,633.0,8.5,0.022235,27.9
FALSE POSITIVE,5.499941793,47751.0,11.3096,0.208384,814.1
FALSE POSITIVE,2.629870555,101310.0,6.606,0.322419,1026.0
FALSE POSITIVE,1.97362159,23791.335898271922,3.29,0.28364628616454735,259.8950005434192
FALSE POSITIVE,6.62761199,227140.0,6.15281,0.563514,4355.5
FALSE POSITIVE,28.597880332,85952.0,7.71925,0.274826,2526.2
FALSE POSITIVE,30.476518853,326630.0,10.2264,0.609498,1347.9
FALSE POSITIVE,252.1638623,103790.0,23.92,0.623715,864.5
FALSE POSITIVE,2.23416013,23791.335898271922,2.12,0.28364628616454735,259.8950005434192
FALSE POSITIVE,22.271198511,179040.0,4.58598,0.499178,2141.3
FALSE POSITIVE,73.894163515,213900.0,9.48995,0.426581,3902.3
FALSE POSITIVE,1.124033822,247560.0,5.5728,0.574424,792.9
FALSE POSITIVE,2.796661168,2363.8,3.3781,0.329252,251.4
FALSE POSITIVE,15.288709179,512470.0,5.00366,0.694921,1758.7
FALSE POSITIVE,1.83592242,30746.0,5.9942,0.43438,1378.9
FALSE POSITIVE,1.15495063,23791.335898271922,2.31,0.28364628616454735,259.8950005434192
FALSE POSITIVE,1.516372183,93.8,1.239,0.009284,8.8
FALSE POSITIVE,8.784575777,262980.0,5.3022,0.500326,4761.5
FALSE POSITIVE,1.949700508,38119.0,4.35014,0.430688,2271.0
FALSE POSITIVE,9.948701373,2749.5,3.2922,0.340124,103.1
FALSE POSITIVE,3.457078812,315520.0,5.24058,0.532167,6009.0
FALSE POSITIVE,3.735993484,617990.0,17.4877,1.289667,1587.7
FALSE POSITIVE,12.4239677,162.4,16.01,0.01136,12.8
FALSE POSITIVE,0.639721284,465920.0,2.69771,0.682637,1012.9
FALSE POSITIVE,1.25338826,44.7,3.828,0.006236,14.8
FALSE POSITIVE,1.620813697,121320.0,5.9968,0.341926,680.4
FALSE POSITIVE,5.2434664,119.4,18.47,0.033836,10.7
FALSE POSITIVE,5.2439542,143.8,9.82,0.010715,14.2
FALSE POSITIVE,5.2441517,90.1,9.69,0.009001,10.5
FALSE POSITIVE,5.2443332,29.9,11.268,0.005478,13.5
FALSE POSITIVE,20.726069913,118860.0,6.47393,0.52694,1216.8
FALSE POSITIVE,0.566801447,16.2,2.352,0.003854,13.8
FALSE POSITIVE,0.566794934,68.9,4.399,0.010029,21.7
FALSE POSITIVE,0.566800287,73.9,3.487,0.008292,23.3
FALSE POSITIVE,0.566791946,125.7,2.77,0.014498,14.1
FALSE POSITIVE,0.566790294,64.0,3.641,0.00744,22.6
FALSE POSITIVE,0.566799725,46.7,4.097,0.006244,12.5
FALSE POSITIVE,0.566801325,92.1,4.176,0.009594,26.4
FALSE POSITIVE,14.854415674,77410.0,5.13753,0.266744,2822.1
FALSE POSITIVE,38.47674409,173170.0,5.10744,0.391811,3487.8
FALSE POSITIVE,10.643110689,316.3,88.1118,0.197178,153.7
FALSE POSITIVE,1.587485742,246570.0,7.7489,0.463146,996.8
FALSE POSITIVE,1.79621807,47.0,10.16,0.006736,42.0
FALSE POSITIVE,20.2594232,82.6,19.27,0.008897,23.7
FALSE POSITIVE,1.489442254,417900.0,5.51392,0.652608,2309.2
FALSE POSITIVE,1.12679793,227.2,12.079,0.229677,21.1
FALSE POSITIVE,0.998217563,87567.0,3.90851,0.462512,3979.1
FALSE POSITIVE,0.58640848,61.3,2.616,0.007074,23.6
FALSE POSITIVE,33.46947449,164610.0,11.8874,0.379342,1255.2
FALSE POSITIVE,1.827558898,314680.0,4.72808,0.521493,920.8
FALSE POSITIVE,62.519211,277.6,2.523,0.015325,6.7
FALSE POSITIVE,349.85525,842.0,5.42,0.027213,7.9
FALSE POSITIVE,2.488812012,131000.0,5.94523,0.509325,3290.5
FALSE POSITIVE,0.51811818,99.0,0.3969,0.010742,7.8
FALSE POSITIVE,542.52829,75.2,11.06,0.008055,11.2
FALSE POSITIVE,11.567974732,416030.0,5.96595,0.645094,2341.5
FALSE POSITIVE,21.294733865,123180.0,7.60143,0.51272,2674.6
FALSE POSITIVE,0.855763492,131660.0,3.64361,0.502932,598.4
FALSE POSITIVE,2.045166206,263640.0,6.84312,0.563641,1488.6
FALSE POSITIVE,2.41349123,57.0,11.29,0.007435,38.1
FALSE POSITIVE,0.447820618,58.3,0.4199,0.008071,28.4
FALSE POSITIVE,1.23133063,78.9,3.7,0.007778,17.6
FALSE POSITIVE,0.61566096,13.9,2.669,0.003453,8.5
FALSE POSITIVE,1.23140522,51.3,3.338,0.006601,10.8
FALSE POSITIVE,31.9714488,42.9,8.52,0.006036,9.2
FALSE POSITIVE,9.762550001,41580.0,4.87531,0.323684,827.0
FALSE POSITIVE,2.521265,36.5,2.69,0.005681,5.9
FALSE POSITIVE,5.674353343,36484.0,4.17722,0.441436,1098.3
FALSE POSITIVE,0.734426335,99056.0,2.7415,0.472261,429.7
FALSE POSITIVE,0.734426409,94.1,1.569,0.008968,10.4
FALSE POSITIVE,13.782522208,248940.0,8.27762,0.573586,1524.1
FALSE POSITIVE,1.89121656,66.8,5.14,0.007594,10.7
FALSE POSITIVE,3.693702974,25208.0,3.37146,0.410287,568.7
FALSE POSITIVE,10.265613245,150460.0,5.67553,0.395421,5640.0
FALSE POSITIVE,2.163569702,54518.0,7.60963,0.456473,1513.2
FALSE POSITIVE,0.730956716,27.8,2.097,0.004837,11.2
FALSE POSITIVE,7.04715073,282.5,1.434,0.015515,9.8
FALSE POSITIVE,7.047106212,69626.0,3.16223,0.472034,548.5
FALSE POSITIVE,0.961292561,325530.0,4.64294,0.603654,1703.0
FALSE POSITIVE,63.68192888,341720.0,12.6047,0.620771,963.5
FALSE POSITIVE,9.455586047,115170.0,8.42272,0.385464,1876.9
FALSE POSITIVE,1.246585716,406770.0,4.62051,0.629216,2165.3
FALSE POSITIVE,0.898932836,61.1,2.437,0.007386,22.3
FALSE POSITIVE,3.45423296,149.8,2.965,0.01372,10.2
FALSE POSITIVE,7.304451735,143630.0,4.09326,0.600525,2096.8
FALSE POSITIVE,1.181046137,52609.0,2.6923,0.499951,324.4
FALSE POSITIVE,0.68396452,23791.335898271922,1.3,0.28364628616454735,259.8950005434192
FALSE POSITIVE,2.025580416,44998.0,4.48448,0.198938,987.8
FALSE POSITIVE,58.64379,182.1,24.44,0.012463,12.0
FALSE POSITIVE,20.28281916,2797.5,36.048,0.051985,306.7
FALSE POSITIVE,4.931365987,255950.0,14.7088,0.564869,772.7
FALSE POSITIVE,4.331392455,200400.0,3.7278,0.416305,1234.3
FALSE POSITIVE,345.1846728,29989.0,6.5468,0.423538,687.5
FALSE POSITIVE,9.58405667,119630.0,6.82752,0.401178,2595.9
FALSE POSITIVE,5.2436612,88.3,11.39,0.008818,14.5
FALSE POSITIVE,3.7789374,56.0,10.767,0.007244,15.1
FALSE POSITIVE,1.88984957,249670.0,19.45,0.934191,401.5
FALSE POSITIVE,2.49904083,128.2,2.651,0.010208,8.1
FALSE POSITIVE,1.99567242,18.0,3.58,0.004048,14.2
FALSE POSITIVE,0.89879279,26.6,1.031,0.004794,5.7
FALSE POSITIVE,16.434352831,45700.0,5.15682,0.203868,2171.4
FALSE POSITIVE,0.566793818,100.3,4.929,0.012949,18.3
FALSE POSITIVE,0.566797474,98.8,2.708,0.009444,12.3
FALSE POSITIVE,1.585673651,44116.0,3.20763,0.451432,717.5
FALSE POSITIVE,14.797219157,252700.0,7.61037,0.469276,7795.3
FALSE POSITIVE,6.49066214,195090.0,3.47128,0.544206,1680.0
FALSE POSITIVE,7.11879848,107660.0,4.11282,0.500012,1483.2
FALSE POSITIVE,6.99510404,71.8,1.7556,0.00864,6.3
FALSE POSITIVE,2.897829967,163090.0,3.17788,0.462121,1305.8
FALSE POSITIVE,0.706428634,372130.0,1.75182,0.592721,1066.7
FALSE POSITIVE,10.8632531,188.2,37.68,0.199678,25.4
FALSE POSITIVE,1.46842648,151000.0,6.6666,0.384842,622.8
FALSE POSITIVE,4.305917719,361390.0,5.61993,0.631344,6104.8
FALSE POSITIVE,1.28659726,23791.335898271922,3.53,0.28364628616454735,259.8950005434192
FALSE POSITIVE,2.535389624,418.1,2.902,0.210692,27.3
FALSE POSITIVE,1.627538928,39.0,5.583,0.006234,29.9
FALSE POSITIVE,1.506503686,477100.0,5.02151,0.693626,3289.1
FALSE POSITIVE,1.679585725,101790.0,7.34648,0.479255,1884.3
FALSE POSITIVE,5.40346248,261350.0,7.6494,0.500633,2851.3
FALSE POSITIVE,0.824851807,30099.0,1.93637,0.43188,642.2
FALSE POSITIVE,0.82484293,618.6,1.383,0.021646,10.0
FALSE POSITIVE,4.4473549,203.6,18.99,0.018208,25.9
FALSE POSITIVE,7.51509713,187.1,2.62,0.016144,10.1
FALSE POSITIVE,7.51514595,117460.0,3.54486,0.421893,1676.8
FALSE POSITIVE,19.230038188,266180.0,7.04412,0.585781,7232.1
FALSE POSITIVE,21.120005744,13054.0,2.05573,0.178782,443.9
FALSE POSITIVE,0.82206761,26190.0,3.8281,0.434803,486.3
FALSE POSITIVE,45.035589512,404840.0,9.8341,0.654471,1763.5
FALSE POSITIVE,3.10197712,124.6,7.083,0.013463,63.3
FALSE POSITIVE,2.618414643,200860.0,4.99923,0.424042,3260.0
FALSE POSITIVE,2.61844178,45.1,3.203,0.006019,12.7
FALSE POSITIVE,19.407958161,142060.0,6.09676,0.515255,2506.6
FALSE POSITIVE,0.933747375,198.9,5.974,0.079873,35.9
FALSE POSITIVE,37.910213899,103470.0,3.11152,0.481581,1065.9
FALSE POSITIVE,3.74785307,145.9,3.444,0.010754,17.0
FALSE POSITIVE,3.747835042,188920.0,5.28519,0.423361,6016.2
FALSE POSITIVE,0.94754848,11348.0,1.7347,10.292369,44.7
FALSE POSITIVE,1.75643185,51.6,2.397,0.006544,9.6
FALSE POSITIVE,1.756466865,188220.0,4.7781,0.546314,541.9
FALSE POSITIVE,33.159475806,222170.0,9.01353,0.563821,3733.6
FALSE POSITIVE,46.14869106,349630.0,19.092,0.540476,1021.3
FALSE POSITIVE,60.2976774,315890.0,14.2561,0.595809,1215.8
FALSE POSITIVE,1.703347524,504410.0,3.3039,0.673033,1288.0
FALSE POSITIVE,1.70332915,98.5,1.663,0.00913,8.9
FALSE POSITIVE,20.413812,496.4,5.806,0.182913,11.6
FALSE POSITIVE,67.41958542,182170.0,7.645,0.470832,836.0
FALSE POSITIVE,7.363572395,129700.0,5.7545,0.4993,224.9
FALSE POSITIVE,33.693201537,508770.0,7.44219,0.701428,1618.4
FALSE POSITIVE,1.120997701,145.6,11.243,0.125844,58.1
FALSE POSITIVE,1.874967748,31526.0,10.0159,0.189363,1566.6
FALSE POSITIVE,2.40440112,27.1,5.49,0.005036,16.7
FALSE POSITIVE,21.926779,198.6,10.05,0.013288,10.5
FALSE POSITIVE,25.706001174,464960.0,10.969,0.680543,2008.1
FALSE POSITIVE,501.90703,306.9,12.43,0.016146,10.3
FALSE POSITIVE,3.115304946,149520.0,4.88748,0.519442,1398.8
FALSE POSITIVE,12.422524,33.9,13.55,0.005564,6.7
FALSE POSITIVE,12.4269264,126.6,21.826,0.010086,28.3
FALSE POSITIVE,12.4261809,92.2,29.09,0.012023,39.0
FALSE POSITIVE,0.61810542,12264.0,6.666,0.381399,118.7
FALSE POSITIVE,1.06995136,54.8,1.322,0.006786,10.8
FALSE POSITIVE,2.158398259,93038.0,8.1633,0.475393,217.0
FALSE POSITIVE,359.534371,5732.0,24.205,99.870651,96.0
FALSE POSITIVE,534.86668,565.0,8.19,0.021978,8.3
FALSE POSITIVE,1.39797542,43.2,9.06,0.005868,15.5
FALSE POSITIVE,2.2127498,22.7,3.054,0.004418,9.3
FALSE POSITIVE,0.776976021,21245.0,1.95401,0.423201,1582.9
FALSE POSITIVE,2.25353739,182830.0,5.74622,0.532513,904.8
FALSE POSITIVE,17.99646148,62755.0,4.65638,0.466023,1951.8
FALSE POSITIVE,1.386249249,47188.0,2.99104,0.451558,560.0
FALSE POSITIVE,0.53482911,704.0,0.996,0.024733,9.8
FALSE POSITIVE,0.566799833,198.0,5.543,0.014788,54.0
FALSE POSITIVE,0.566795728,18.9,2.79,0.004206,12.4
FALSE POSITIVE,14.665759784,336980.0,3.65814,0.613898,1143.6
FALSE POSITIVE,0.566780836,60.9,4.937,0.007115,18.7
FALSE POSITIVE,15.44605962,330910.0,4.5963,0.540318,2025.2
FALSE POSITIVE,1.790518325,61542.0,3.34624,0.241853,2493.3
FALSE POSITIVE,1.03905082,43.8,3.035,0.006234,9.9
FALSE POSITIVE,0.503201954,43.0,0.167,0.011873,8.0
FALSE POSITIVE,7.140373046,205260.0,7.07032,0.422933,3250.0
FALSE POSITIVE,53.647084859,219100.0,19.9499,0.441986,3272.4
FALSE POSITIVE,2.496328637,20527.0,2.73115,0.393185,1412.4
FALSE POSITIVE,16.31328124,71589.0,4.45731,0.280835,982.3
FALSE POSITIVE,1.721313779,534620.0,3.54768,0.714233,742.8
FALSE POSITIVE,1.50650745,27.8,2.622,0.00513,14.4
FALSE POSITIVE,8.209514329,141390.0,4.14104,0.648608,6579.3
FALSE POSITIVE,3.431126546,40248.0,2.7986,0.448692,308.5
FALSE POSITIVE,1.583334941,177070.0,4.4854,0.499713,368.8
FALSE POSITIVE,8.429438192,456350.0,3.94306,0.666432,3072.5
FALSE POSITIVE,7.9320191,125.1,8.18,0.010552,8.8
FALSE POSITIVE,1.374249107,136660.0,5.3181,0.418151,520.3
FALSE POSITIVE,8.4804737,337.0,6.157,0.016967,14.5
FALSE POSITIVE,0.94242156,23791.335898271922,1.89,0.28364628616454735,259.8950005434192
FALSE POSITIVE,4.994773558,259760.0,4.48893,0.486133,5742.0
FALSE POSITIVE,1.105094098,730500.0,4.38191,0.837206,3732.8
CONFIRMED,6.842939,23791.335898271922,2.8,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.8170226,167700.0,2.974,0.527086,240.1
FALSE POSITIVE,19.40669392,464520.0,5.27765,0.682386,1496.8
FALSE POSITIVE,7.143708297,202680.0,5.83451,0.413415,2368.6
FALSE POSITIVE,0.952377862,2122.3,4.0869,0.301758,390.8
FALSE POSITIVE,3.521050679,4879.8,3.5323,0.354453,337.2
FALSE POSITIVE,1.941635737,69814.0,2.46683,0.470993,1243.7
FALSE POSITIVE,0.539445498,25302.0,2.2821,0.43179,511.4
FALSE POSITIVE,20.7106853,1003.0,42.737,0.283951,154.4
FALSE POSITIVE,2.521245368,418380.0,4.24027,0.606844,1495.4
FALSE POSITIVE,2.52122764,127.3,2.249,0.010318,8.9
FALSE POSITIVE,2.5212708,163.3,2.706,0.011675,7.8
FALSE POSITIVE,8.202869679,345940.0,7.29811,0.615641,6499.9
FALSE POSITIVE,3.442714533,60039.0,3.36034,0.500122,964.8
FALSE POSITIVE,475.91706,967.3,22.86,0.257403,15.3
FALSE POSITIVE,0.858285844,43.4,1.799,0.006091,10.8
FALSE POSITIVE,6.238315363,82.9,2.501,0.008903,5.3
FALSE POSITIVE,2.115510941,415160.0,7.2877,0.664481,1351.5
FALSE POSITIVE,1.015044104,158.2,10.994,0.016126,33.6
FALSE POSITIVE,3.711013336,24989.0,3.31024,0.409001,757.0
FALSE POSITIVE,2.97606298,72.2,4.124,0.007754,17.8
FALSE POSITIVE,2.97586085,105.9,4.513,0.009317,9.1
FALSE POSITIVE,14.658013949,129640.0,3.03316,0.684799,3361.5
FALSE POSITIVE,18.839487435,182720.0,5.62797,0.40426,2003.1
FALSE POSITIVE,0.555973803,75.3,1.271,0.008239,23.3
FALSE POSITIVE,4.426344495,276140.0,5.84235,0.584886,732.5
FALSE POSITIVE,0.957823876,104690.0,3.7232,0.4996,454.1
FALSE POSITIVE,5.024768971,53046.0,3.82433,0.390263,696.5
FALSE POSITIVE,30.960216668,340410.0,15.4308,0.613905,4578.3
FALSE POSITIVE,2.470283788,193830.0,7.8391,0.540267,967.7
FALSE POSITIVE,1.23516416,64.6,4.713,0.007809,13.0
FALSE POSITIVE,1.23513471,42.8,5.44,0.006415,12.0
FALSE POSITIVE,0.8903331,134.1,2.643,0.010448,10.8
FALSE POSITIVE,20.000242814,13138.0,5.0042,0.188658,796.5
FALSE POSITIVE,10.217121652,205220.0,4.35647,0.550517,3617.5
FALSE POSITIVE,0.618060842,25.1,1.892,0.005856,9.6
FALSE POSITIVE,0.759764419,393270.0,5.72501,0.664601,1728.1
FALSE POSITIVE,21.539269242,143750.0,5.32432,0.520189,2642.2
FALSE POSITIVE,5.270733213,293640.0,2.7822,0.512254,553.0
FALSE POSITIVE,12.4232158,261.5,17.67,0.014676,23.6
FALSE POSITIVE,4.3206933,147.9,50.68,0.014734,35.7
FALSE POSITIVE,16.486796364,48943.0,7.06797,0.20488,3181.5
FALSE POSITIVE,5.7768734,71.0,5.762,0.013266,10.1
FALSE POSITIVE,20.148807707,526950.0,8.52557,0.683496,3487.5
FALSE POSITIVE,0.687772143,40368.0,2.56725,0.454182,679.8
FALSE POSITIVE,0.843651274,305450.0,2.80468,0.526784,1509.3
FALSE POSITIVE,1.142946648,412550.0,3.40234,0.655143,1054.4
FALSE POSITIVE,7.217010987,78714.0,4.4215,0.678383,1307.0
FALSE POSITIVE,9.72869627,252.2,5.628,0.287894,19.1
FALSE POSITIVE,0.566791802,49.3,2.2,0.006819,15.6
FALSE POSITIVE,2.245738777,483490.0,8.61629,0.691322,2121.8
FALSE POSITIVE,2.24572117,48.2,3.88,0.006627,13.6
FALSE POSITIVE,0.566801906,89.7,1.626,0.008589,27.0
FALSE POSITIVE,2.316171991,251480.0,4.03025,0.570473,2338.3
FALSE POSITIVE,0.56680208,23791.335898271922,1.22,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.566810701,200.0,6.19,0.018177,45.9
FALSE POSITIVE,0.566813319,129.1,3.752,0.206142,17.0
FALSE POSITIVE,28.787257509,49618.0,13.953,0.209933,1292.0
FALSE POSITIVE,0.835315046,16876.0,2.45449,0.405309,939.5
FALSE POSITIVE,26.0164225,41109.0,4.1768,0.4367,285.4
FALSE POSITIVE,593.19521,227.3,25.65,0.014455,7.1
FALSE POSITIVE,0.706430188,50.8,1.301,0.006559,11.0
FALSE POSITIVE,0.78430061,254.7,2.952,0.015394,20.5
FALSE POSITIVE,2.665875491,161390.0,7.59461,0.532779,2274.7
FALSE POSITIVE,2.6658312,40.8,5.771,0.006683,12.4
FALSE POSITIVE,1.5765874,29.2,15.18,0.045763,27.9
FALSE POSITIVE,28.027891356,243230.0,17.3269,0.526828,2829.0
FALSE POSITIVE,2.028512246,121560.0,5.00309,0.449196,1545.8
FALSE POSITIVE,1.33256167,59.5,3.743,0.006993,13.0
FALSE POSITIVE,1.332567821,31.0,3.4844,0.005219,5.0
FALSE POSITIVE,1.332545609,278.2,3.997,0.015757,31.4
FALSE POSITIVE,1.33256256,174.9,3.088,0.011665,11.9
FALSE POSITIVE,1.33258981,78.4,3.987,0.007995,16.1
FALSE POSITIVE,1.33258375,60.9,4.081,0.007733,16.4
FALSE POSITIVE,8.9648813,454.5,61.23,0.228932,109.9
FALSE POSITIVE,2.161583501,50163.0,4.0537,0.22245,239.2
CONFIRMED,8.7396758,1431.0,3.866,0.047917,15.6
FALSE POSITIVE,0.535493486,54.0,2.57,0.00696,5.1
FALSE POSITIVE,24.261683827,192280.0,7.1617,0.544813,5083.9
FALSE POSITIVE,32.532521502,83468.0,13.3991,0.266068,1595.1
FALSE POSITIVE,4.627775175,5675.1,3.4079,0.34182,197.5
FALSE POSITIVE,28.7850347,102.9,2.102,0.009443,6.2
FALSE POSITIVE,6.096030635,901660.0,18.4531,1.384397,4885.3
FALSE POSITIVE,31.953038766,17703.0,8.0461,0.160651,1364.9
FALSE POSITIVE,5.9371708,157.1,4.954,0.011641,10.1
FALSE POSITIVE,0.577844035,320.4,4.291,0.212412,94.0
FALSE POSITIVE,2.630090609,516930.0,13.6817,0.69015,1694.6
FALSE POSITIVE,43.204596783,202490.0,15.0402,0.423955,4750.2
FALSE POSITIVE,1.75147897,76.7,7.89,0.008101,68.2
FALSE POSITIVE,3.495457889,114620.0,6.9796,0.496613,724.0
FALSE POSITIVE,4.01668015,38007.0,2.2828,0.255027,87.9
FALSE POSITIVE,1.89134156,68.4,5.891,0.008174,10.3
FALSE POSITIVE,2.881100027,662830.0,9.43866,1.213101,3316.5
FALSE POSITIVE,0.806277023,70.8,7.275,0.008208,37.9
FALSE POSITIVE,0.513482156,91.6,2.732,0.008629,12.6
FALSE POSITIVE,225.66716,342.9,16.6,0.017177,11.7
FALSE POSITIVE,4.24748886,121.0,3.053,0.010053,10.0
FALSE POSITIVE,1.000012952,36.0,1.221,0.005392,11.9
FALSE POSITIVE,0.878803439,410720.0,2.74503,0.645784,524.8
FALSE POSITIVE,1.560158562,240160.0,3.4248,0.561344,459.9
FALSE POSITIVE,34.188302705,118440.0,3.01179,0.507247,2594.9
FALSE POSITIVE,8.65303996,497.0,1.091,0.020507,14.7
FALSE POSITIVE,8.65311903,206.8,1.273,0.014108,8.9
FALSE POSITIVE,12.4253812,115.3,19.781,0.009789,26.8
FALSE POSITIVE,12.42555999,2964.8,28.083,0.061347,122.0
FALSE POSITIVE,12.4257442,936.0,29.122,0.035212,49.6
FALSE POSITIVE,12.4254241,378.9,24.98,0.022225,36.0
FALSE POSITIVE,2.991884392,123880.0,7.5583,0.335774,1280.3
FALSE POSITIVE,1.795273026,125420.0,7.3232,0.500082,877.8
FALSE POSITIVE,0.755109271,23.2,2.619,0.004451,12.9
FALSE POSITIVE,0.755101141,76.7,3.371,0.008231,13.4
FALSE POSITIVE,1.75251585,125.9,3.489,0.011095,14.2
FALSE POSITIVE,1.752450163,55.5,3.0255,0.00734,3.4
FALSE POSITIVE,8.27923132,164.9,2.355,0.011679,10.9
FALSE POSITIVE,2.212877035,376200.0,4.66961,0.633509,2731.0
FALSE POSITIVE,0.845097627,86.5,1.873,0.009161,10.7
FALSE POSITIVE,17.445640466,334160.0,6.08966,0.614952,4093.9
FALSE POSITIVE,14.313157391,21567.0,8.90236,0.134636,4262.9
FALSE POSITIVE,0.676990194,20506.0,1.69459,0.420848,997.0
FALSE POSITIVE,0.515875396,1773.0,1.21,0.047936,9.1
FALSE POSITIVE,2.83401711,84.2,5.938,0.00849,11.5
FALSE POSITIVE,0.566803996,141.6,3.399,0.010722,23.4
FALSE POSITIVE,0.56681118,23791.335898271922,2.06,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.566799927,145.1,4.71,0.010897,28.9
FALSE POSITIVE,0.566786121,81.8,3.404,0.008583,14.0
FALSE POSITIVE,0.56679797,72.6,4.503,0.00764,14.0
FALSE POSITIVE,0.566802891,49.2,1.861,0.006762,14.4
FALSE POSITIVE,1.01884975,30.9,3.233,0.005142,14.8
FALSE POSITIVE,32.440339204,287600.0,4.50984,0.586321,2177.0
FALSE POSITIVE,0.552141897,105.6,4.985,0.101732,42.8
FALSE POSITIVE,2.62387291,232470.0,4.61248,0.465605,2607.6
FALSE POSITIVE,0.75509861,60334.0,2.6423,0.458574,385.4
FALSE POSITIVE,3.671661096,129240.0,4.29947,0.499517,3152.6
FALSE POSITIVE,22.673145675,65411.0,6.6324,0.245552,912.0
FALSE POSITIVE,0.50948306,74.6,3.14,0.008052,8.0
FALSE POSITIVE,17.329965871,252720.0,8.43812,0.570845,1938.7
FALSE POSITIVE,1.890227354,112260.0,3.855,0.493645,252.0
FALSE POSITIVE,1.387206724,151430.0,3.82527,0.5,1752.6
FALSE POSITIVE,1.38718209,45.5,2.595,0.006227,7.2
FALSE POSITIVE,35.026564845,120250.0,2.90121,0.39437,1607.2
FALSE POSITIVE,3.138580493,233340.0,4.16343,0.500905,2387.8
FALSE POSITIVE,9.26147679,23791.335898271922,1.77,0.28364628616454735,259.8950005434192
FALSE POSITIVE,581.0723,1364.2,15.81,87.751617,15.9
FALSE POSITIVE,3.50474265,88625.0,8.2852,0.498009,977.2
FALSE POSITIVE,2.14344093,133320.0,3.9741,0.375283,645.9
FALSE POSITIVE,9.058487716,127970.0,4.14334,0.327827,2098.9
FALSE POSITIVE,2.856085147,173840.0,4.5776,0.531206,422.1
FALSE POSITIVE,0.876941133,73.5,1.296,0.007986,12.3
FALSE POSITIVE,39.238141571,439210.0,6.07183,0.674816,969.3
FALSE POSITIVE,53.7406575,116720.0,47.2475,0.316079,3568.1
FALSE POSITIVE,7.436016459,106530.0,4.16284,0.308055,742.1
FALSE POSITIVE,0.750737313,38.8,1.712,0.005752,13.4
FALSE POSITIVE,14.361021578,459880.0,13.2895,0.629284,2599.0
FALSE POSITIVE,2.570431263,76826.0,5.49699,0.473278,822.9
FALSE POSITIVE,6.64024496,224330.0,6.03491,0.560736,2941.0
FALSE POSITIVE,14.844240386,83412.0,6.83577,0.26853,4542.8
FALSE POSITIVE,4.42158021,61032.0,10.4532,0.499778,370.6
FALSE POSITIVE,25.321698729,119590.0,4.45367,0.50385,673.3
FALSE POSITIVE,37.878483588,222230.0,10.5972,0.56077,1157.6
FALSE POSITIVE,10.116144515,58144.0,2.70314,0.303606,1144.8
FALSE POSITIVE,0.684496369,28.4,2.263,0.004997,16.3
FALSE POSITIVE,1.953285321,1520.3,1.67598,0.353327,237.7
FALSE POSITIVE,1.012174295,323030.0,4.6617,0.610513,596.0
FALSE POSITIVE,346.36642,148.2,14.94,0.011407,14.3
FALSE POSITIVE,0.51554111,23791.335898271922,0.87,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.892061734,75590.0,2.24307,0.50075,398.1
FALSE POSITIVE,3.471399214,92285.0,5.07707,0.485917,3230.4
FALSE POSITIVE,4.176929219,70355.0,5.2003,0.405528,187.0
FALSE POSITIVE,6.3762199,23791.335898271922,2.24,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.823014905,850.5,3.5426,0.280392,130.5
FALSE POSITIVE,0.796815149,55.9,1.0727,0.006943,4.8
FALSE POSITIVE,26.951237675,86749.0,8.27486,0.487824,1451.7
FALSE POSITIVE,18.11208877,116630.0,6.7828,0.513822,217.7
FALSE POSITIVE,4.408295716,37964.0,3.62479,0.439752,386.1
FALSE POSITIVE,8.665259912,1840.6,3.1088,0.315913,181.4
FALSE POSITIVE,4.726086185,181820.0,4.39793,0.439064,1564.3
FALSE POSITIVE,8.643550046,67299.0,3.1273,0.468421,849.3
FALSE POSITIVE,1.51945182,13.7,2.95,0.003534,9.6
FALSE POSITIVE,0.759755409,70.0,2.734,0.007807,15.9
FALSE POSITIVE,5.082523739,276280.0,5.04732,0.494921,5286.2
FALSE POSITIVE,1.02547271,27.0,1.996,0.005034,10.9
FALSE POSITIVE,1.025465924,152680.0,3.71841,0.519578,1120.8
FALSE POSITIVE,74.985292949,105350.0,6.23451,0.495271,1754.8
FALSE POSITIVE,25.762056721,447720.0,14.8694,0.667642,3469.5
FALSE POSITIVE,1.195516859,513810.0,6.17216,0.691753,1153.4
FALSE POSITIVE,1.995728294,251880.0,6.43532,0.480699,1496.5
FALSE POSITIVE,10.768391927,107380.0,12.5252,0.294295,2085.7
FALSE POSITIVE,0.733724504,45.9,2.208,0.006287,21.4
FALSE POSITIVE,5.08840787,386680.0,4.77204,0.640248,3095.0
FALSE POSITIVE,18.527824075,76231.0,5.88678,0.255131,5547.2
FALSE POSITIVE,12.155241119,85532.0,6.84353,0.340205,1767.8
CONFIRMED,4.48559215,2265.0,0.8161,0.04497,15.0
